frl_apartment_5_00000 0 1 2 0.09105282264208975 0.06301466327802971
frl_apartment_5_01305 0 1 3 0.03762800149273013 0.04066547470017846
frl_apartment_5_01305 0 1 4 0.03762800149273013 -0.12721547378771325
frl_apartment_5_01310 0 1 2 0.0595561596293123 0.021748583252913397
frl_apartment_5_01310 0 1 3 0.0595561596293123 0.10994879000851845
frl_apartment_5_01310 0 1 4 0.0595561596293123 -0.06005317296967878
frl_apartment_5_01311 0 1 2 0.0595561596293123 0.021748583252913397
frl_apartment_5_01311 0 1 3 0.0595561596293123 0.10994879000851845
frl_apartment_5_01311 0 1 4 0.0595561596293123 -0.06005317296967878
frl_apartment_5_01312 0 1 2 0.0595561596293123 0.021748583252913397
frl_apartment_5_01312 0 1 3 0.0595561596293123 0.10994879000851845
frl_apartment_5_01312 0 1 4 0.0595561596293123 -0.06005317296967878
frl_apartment_5_01313 0 1 2 0.0595561596293123 0.021748583252913397
frl_apartment_5_01313 0 1 3 0.0595561596293123 0.10994879000851845
frl_apartment_5_01313 0 1 4 0.0595561596293123 -0.06005317296967878
frl_apartment_5_01314 0 1 2 0.0595561596293123 0.021748583252913397
frl_apartment_5_01314 0 1 3 0.0595561596293123 0.10994879000851845
frl_apartment_5_01314 0 1 4 0.0595561596293123 -0.06005317296967878
frl_apartment_5_01315 0 1 2 0.0595561596293123 0.021748583252913397
frl_apartment_5_01315 0 1 3 0.0595561596293123 0.10994879000851845
frl_apartment_5_01315 0 1 4 0.0595561596293123 -0.06005317296967878
frl_apartment_5_01320 0 1 2 0.04105924512041223 0.02144268307918478
frl_apartment_5_01320 0 1 3 0.04105924512041223 0.0900755961960661
frl_apartment_5_01320 0 1 4 0.04105924512041223 -0.10051788615106608
frl_apartment_5_01321 0 1 2 0.04105924512041223 0.02144268307918478
frl_apartment_5_01321 0 1 3 0.04105924512041223 0.0900755961960661
frl_apartment_5_01321 0 1 4 0.04105924512041223 -0.10051788615106608
frl_apartment_5_01322 0 1 2 0.04105924512041223 0.02144268307918478
frl_apartment_5_01322 0 1 3 0.04105924512041223 0.0900755961960661
frl_apartment_5_01322 0 1 4 0.04105924512041223 -0.10051788615106608
frl_apartment_5_01323 0 1 2 0.04105924512041223 0.02144268307918478
frl_apartment_5_01323 0 1 3 0.04105924512041223 0.0900755961960661
frl_apartment_5_01323 0 1 4 0.04105924512041223 -0.10051788615106608
frl_apartment_5_01324 0 1 2 0.04105924512041223 0.02144268307918478
frl_apartment_5_01324 0 1 3 0.04105924512041223 0.0900755961960661
frl_apartment_5_01324 0 1 4 0.04105924512041223 -0.10051788615106608
frl_apartment_5_01325 0 1 2 0.04105924512041223 0.02144268307918478
frl_apartment_5_01325 0 1 3 0.04105924512041223 0.0900755961960661
frl_apartment_5_01325 0 1 4 0.04105924512041223 -0.10051788615106608
frl_apartment_5_01330 0 1 2 0.04958010332648064 0.031220962603021457
frl_apartment_5_01330 0 1 3 0.04958010332648064 0.12368260579836707
frl_apartment_5_01330 0 1 4 0.04958010332648064 -0.12938572534220943
frl_apartment_5_01331 0 1 2 0.04958010332648064 0.031220962603021457
frl_apartment_5_01331 0 1 3 0.04958010332648064 0.12368260579836707
frl_apartment_5_01331 0 1 4 0.04958010332648064 -0.12938572534220943
frl_apartment_5_01332 0 1 2 0.04958010332648064 0.031220962603021457
frl_apartment_5_01332 0 1 3 0.04958010332648064 0.12368260579836707
frl_apartment_5_01332 0 1 4 0.04958010332648064 -0.12938572534220943
frl_apartment_5_01333 0 1 2 0.04958010332648064 0.031220962603021457
frl_apartment_5_01333 0 1 3 0.04958010332648064 0.12368260579836707
frl_apartment_5_01333 0 1 4 0.04958010332648064 -0.12938572534220943
frl_apartment_5_01334 0 1 2 0.04958010332648064 0.031220962603021457
frl_apartment_5_01334 0 1 3 0.04958010332648064 0.12368260579836707
frl_apartment_5_01334 0 1 4 0.04958010332648064 -0.12938572534220943
frl_apartment_5_01335 0 1 2 0.04958010332648064 0.031220962603021457
frl_apartment_5_01335 0 1 3 0.04958010332648064 0.12368260579836707
frl_apartment_5_01335 0 1 4 0.04958010332648064 -0.12938572534220943
frl_apartment_5_01340 0 1 2 0.05442535169988928 0.037925857811739044
frl_apartment_5_01340 0 1 3 0.05442535169988928 0.0997513269446804
frl_apartment_5_01340 0 1 4 0.05442535169988928 -0.16084008427950758
frl_apartment_5_01341 0 1 2 0.05442535169988928 0.037925857811739044
frl_apartment_5_01341 0 1 3 0.05442535169988928 0.0997513269446804
frl_apartment_5_01341 0 1 4 0.05442535169988928 -0.16084008427950758
frl_apartment_5_01342 0 1 2 0.05442535169988928 0.037925857811739044
frl_apartment_5_01342 0 1 3 0.05442535169988928 0.0997513269446804
frl_apartment_5_01342 0 1 4 0.05442535169988928 -0.16084008427950758
frl_apartment_5_01343 0 1 2 0.05442535169988928 0.037925857811739044
frl_apartment_5_01343 0 1 3 0.05442535169988928 0.0997513269446804
frl_apartment_5_01343 0 1 4 0.05442535169988928 -0.16084008427950758
frl_apartment_5_01344 0 1 2 0.05442535169988928 0.037925857811739044
frl_apartment_5_01344 0 1 3 0.05442535169988928 0.0997513269446804
frl_apartment_5_01344 0 1 4 0.05442535169988928 -0.16084008427950758
frl_apartment_5_01345 0 1 2 0.05442535169988928 0.037925857811739044
frl_apartment_5_01345 0 1 3 0.05442535169988928 0.0997513269446804
frl_apartment_5_01345 0 1 4 0.05442535169988928 -0.16084008427950758
frl_apartment_5_01350 0 1 2 0.04991863359909958 0.03172177724878621
frl_apartment_5_01350 0 1 3 0.04991863359909958 0.1649778632901372
frl_apartment_5_01350 0 1 4 0.04991863359909958 -0.1650817910126574
frl_apartment_5_01351 0 1 2 0.04991863359909958 0.03172177724878621
frl_apartment_5_01351 0 1 3 0.04991863359909958 0.1649778632901372
frl_apartment_5_01351 0 1 4 0.04991863359909958 -0.1650817910126574
frl_apartment_5_01352 0 1 2 0.04991863359909958 0.03172177724878621
frl_apartment_5_01352 0 1 3 0.04991863359909958 0.1649778632901372
frl_apartment_5_01352 0 1 4 0.04991863359909958 -0.1650817910126574
frl_apartment_5_01353 0 1 2 0.04991863359909958 0.03172177724878621
frl_apartment_5_01353 0 1 3 0.04991863359909958 0.1649778632901372
frl_apartment_5_01353 0 1 4 0.04991863359909958 -0.1650817910126574
frl_apartment_5_01354 0 1 2 0.04991863359909958 0.03172177724878621
frl_apartment_5_01354 0 1 3 0.04991863359909958 0.1649778632901372
frl_apartment_5_01354 0 1 4 0.04991863359909958 -0.1650817910126574
frl_apartment_5_01355 0 1 2 0.04991863359909958 0.03172177724878621
frl_apartment_5_01355 0 1 3 0.04991863359909958 0.1649778632901372
frl_apartment_5_01355 0 1 4 0.04991863359909958 -0.1650817910126574
frl_apartment_5_01360 0 1 2 0.07060437005997618 0.03512372365282575
frl_apartment_5_01360 0 1 3 0.07060437005997618 0.07096675716301892
frl_apartment_5_01360 0 1 4 0.07060437005997618 -0.10581349939164814
frl_apartment_5_01361 0 1 2 0.07060437005997618 0.03512372365282575
frl_apartment_5_01361 0 1 3 0.07060437005997618 0.07096675716301892
frl_apartment_5_01361 0 1 4 0.07060437005997618 -0.10581349939164814
frl_apartment_5_01362 0 1 2 0.07060437005997618 0.03512372365282575
frl_apartment_5_01362 0 1 3 0.07060437005997618 0.07096675716301892
frl_apartment_5_01362 0 1 4 0.07060437005997618 -0.10581349939164814
frl_apartment_5_01363 0 1 2 0.07060437005997618 0.03512372365282575
frl_apartment_5_01363 0 1 3 0.07060437005997618 0.07096675716301892
frl_apartment_5_01363 0 1 4 0.07060437005997618 -0.10581349939164814
frl_apartment_5_01364 0 1 2 0.07060437005997618 0.03512372365282575
frl_apartment_5_01364 0 1 3 0.07060437005997618 0.07096675716301892
frl_apartment_5_01364 0 1 4 0.07060437005997618 -0.10581349939164814
frl_apartment_5_01365 0 1 2 0.07060437005997618 0.03512372365282575
frl_apartment_5_01365 0 1 3 0.07060437005997618 0.07096675716301892
frl_apartment_5_01365 0 1 4 0.07060437005997618 -0.10581349939164814
frl_apartment_5_01370 0 1 2 0.11144136559214277 0.09709208709820835
frl_apartment_5_01370 0 1 3 0.11144136559214277 0.15404401477871754
frl_apartment_5_01370 0 1 4 0.11144136559214277 -0.12334331358902496
frl_apartment_5_01371 0 1 2 0.11144136559214277 0.09709208709820835
frl_apartment_5_01371 0 1 3 0.11144136559214277 0.15404401477871754
frl_apartment_5_01371 0 1 4 0.11144136559214277 -0.12334331358902496
frl_apartment_5_01372 0 1 2 0.11144136559214277 0.09709208709820835
frl_apartment_5_01372 0 1 3 0.11144136559214277 0.15404401477871754
frl_apartment_5_01372 0 1 4 0.11144136559214277 -0.12334331358902496
frl_apartment_5_01373 0 1 2 0.11144136559214277 0.09709208709820835
frl_apartment_5_01373 0 1 3 0.11144136559214277 0.15404401477871754
frl_apartment_5_01373 0 1 4 0.11144136559214277 -0.12334331358902496
frl_apartment_5_01374 0 1 2 0.11144136559214277 0.09709208709820835
frl_apartment_5_01374 0 1 3 0.11144136559214277 0.15404401477871754
frl_apartment_5_01374 0 1 4 0.11144136559214277 -0.12334331358902496
frl_apartment_5_01375 0 1 2 0.11144136559214277 0.09709208709820835
frl_apartment_5_01375 0 1 3 0.11144136559214277 0.15404401477871754
frl_apartment_5_01375 0 1 4 0.11144136559214277 -0.12334331358902496
frl_apartment_5_01380 0 1 2 0.11515979921328715 0.02479579100989955
frl_apartment_5_01380 0 1 3 0.11515979921328715 0.12936396971868402
frl_apartment_5_01380 0 1 4 0.11515979921328715 -0.16015592922413588
frl_apartment_5_01381 0 1 2 0.11515979921328715 0.02479579100989955
frl_apartment_5_01381 0 1 3 0.11515979921328715 0.12936396971868402
frl_apartment_5_01381 0 1 4 0.11515979921328715 -0.16015592922413588
frl_apartment_5_01382 0 1 2 0.11515979921328715 0.02479579100989955
frl_apartment_5_01382 0 1 3 0.11515979921328715 0.12936396971868402
frl_apartment_5_01382 0 1 4 0.11515979921328715 -0.16015592922413588
frl_apartment_5_01383 0 1 2 0.11515979921328715 0.02479579100989955
frl_apartment_5_01383 0 1 3 0.11515979921328715 0.12936396971868402
frl_apartment_5_01383 0 1 4 0.11515979921328715 -0.16015592922413588
frl_apartment_5_01384 0 1 2 0.11515979921328715 0.02479579100989955
frl_apartment_5_01384 0 1 3 0.11515979921328715 0.12936396971868402
frl_apartment_5_01384 0 1 4 0.11515979921328715 -0.16015592922413588
frl_apartment_5_01385 0 1 2 0.11515979921328715 0.02479579100989955
frl_apartment_5_01385 0 1 3 0.11515979921328715 0.12936396971868402
frl_apartment_5_01385 0 1 4 0.11515979921328715 -0.16015592922413588
frl_apartment_5_01390 0 1 2 0.09618246476695003 0.03928459843073637
frl_apartment_5_01390 0 1 3 0.09618246476695003 0.12679495567582755
frl_apartment_5_01390 0 1 4 0.09618246476695003 -0.15367303197512894
frl_apartment_5_01391 0 1 2 0.09618246476695003 0.03928459843073637
frl_apartment_5_01391 0 1 3 0.09618246476695003 0.12679495567582755
frl_apartment_5_01391 0 1 4 0.09618246476695003 -0.15367303197512894
frl_apartment_5_01392 0 1 2 0.09618246476695003 0.03928459843073637
frl_apartment_5_01392 0 1 3 0.09618246476695003 0.12679495567582755
frl_apartment_5_01392 0 1 4 0.09618246476695003 -0.15367303197512894
frl_apartment_5_01393 0 1 2 0.09618246476695003 0.03928459843073637
frl_apartment_5_01393 0 1 3 0.09618246476695003 0.12679495567582755
frl_apartment_5_01393 0 1 4 0.09618246476695003 -0.15367303197512894
frl_apartment_5_01394 0 1 2 0.09618246476695003 0.03928459843073637
frl_apartment_5_01394 0 1 3 0.09618246476695003 0.12679495567582755
frl_apartment_5_01394 0 1 4 0.09618246476695003 -0.15367303197512894
frl_apartment_5_01395 0 1 2 0.09618246476695003 0.03928459843073637
frl_apartment_5_01395 0 1 3 0.09618246476695003 0.12679495567582755
frl_apartment_5_01395 0 1 4 0.09618246476695003 -0.15367303197512894
frl_apartment_5_01400 0 1 2 0.06715334933342533 0.041586094205251334
frl_apartment_5_01400 0 1 3 0.06715334933342533 0.17811052137584416
frl_apartment_5_01400 0 1 4 0.06715334933342533 -0.1260568382942363
frl_apartment_5_01401 0 1 2 0.06715334933342533 0.041586094205251334
frl_apartment_5_01401 0 1 3 0.06715334933342533 0.17811052137584416
frl_apartment_5_01401 0 1 4 0.06715334933342533 -0.1260568382942363
frl_apartment_5_01402 0 1 2 0.06715334933342533 0.041586094205251334
frl_apartment_5_01402 0 1 3 0.06715334933342533 0.17811052137584416
frl_apartment_5_01402 0 1 4 0.06715334933342533 -0.1260568382942363
frl_apartment_5_01403 0 1 2 0.06715334933342533 0.041586094205251334
frl_apartment_5_01403 0 1 3 0.06715334933342533 0.17811052137584416
frl_apartment_5_01403 0 1 4 0.06715334933342533 -0.1260568382942363
frl_apartment_5_01404 0 1 2 0.06715334933342533 0.041586094205251334
frl_apartment_5_01404 0 1 3 0.06715334933342533 0.17811052137584416
frl_apartment_5_01404 0 1 4 0.06715334933342533 -0.1260568382942363
frl_apartment_5_01405 0 1 2 0.06715334933342533 0.041586094205251334
frl_apartment_5_01405 0 1 3 0.06715334933342533 0.17811052137584416
frl_apartment_5_01405 0 1 4 0.06715334933342533 -0.1260568382942363
frl_apartment_5_01410 0 1 2 0.054790848850848936 0.02420617016950294
frl_apartment_5_01410 0 1 3 0.054790848850848936 0.09245168932474221
frl_apartment_5_01410 0 1 4 0.054790848850848936 -0.11999653029509041
frl_apartment_5_01411 0 1 2 0.054790848850848936 0.02420617016950294
frl_apartment_5_01411 0 1 3 0.054790848850848936 0.09245168932474221
frl_apartment_5_01411 0 1 4 0.054790848850848936 -0.11999653029509041
frl_apartment_5_01412 0 1 2 0.054790848850848936 0.02420617016950294
frl_apartment_5_01412 0 1 3 0.054790848850848936 0.09245168932474221
frl_apartment_5_01412 0 1 4 0.054790848850848936 -0.11999653029509041
frl_apartment_5_01413 0 1 2 0.054790848850848936 0.02420617016950294
frl_apartment_5_01413 0 1 3 0.054790848850848936 0.09245168932474221
frl_apartment_5_01413 0 1 4 0.054790848850848936 -0.11999653029509041
frl_apartment_5_01414 0 1 2 0.054790848850848936 0.02420617016950294
frl_apartment_5_01414 0 1 3 0.054790848850848936 0.09245168932474221
frl_apartment_5_01414 0 1 4 0.054790848850848936 -0.11999653029509041
frl_apartment_5_01415 0 1 2 0.054790848850848936 0.02420617016950294
frl_apartment_5_01415 0 1 3 0.054790848850848936 0.09245168932474221
frl_apartment_5_01415 0 1 4 0.054790848850848936 -0.11999653029509041
frl_apartment_5_01420 0 1 2 0.10454970082862104 0.060972320235148605
frl_apartment_5_01420 0 1 3 0.10454970082862104 0.15801061294788327
frl_apartment_5_01420 0 1 4 0.10454970082862104 -0.11009343693577081
frl_apartment_5_01421 0 1 2 0.10454970082862104 0.060972320235148605
frl_apartment_5_01421 0 1 3 0.10454970082862104 0.15801061294788327
frl_apartment_5_01421 0 1 4 0.10454970082862104 -0.11009343693577081
frl_apartment_5_01422 0 1 2 0.10454970082862104 0.060972320235148605
frl_apartment_5_01422 0 1 3 0.10454970082862104 0.15801061294788327
frl_apartment_5_01422 0 1 4 0.10454970082862104 -0.11009343693577081
frl_apartment_5_01423 0 1 2 0.10454970082862104 0.060972320235148605
frl_apartment_5_01423 0 1 3 0.10454970082862104 0.15801061294788327
frl_apartment_5_01423 0 1 4 0.10454970082862104 -0.11009343693577081
frl_apartment_5_01424 0 1 2 0.10454970082862104 0.060972320235148605
frl_apartment_5_01424 0 1 3 0.10454970082862104 0.15801061294788327
frl_apartment_5_01424 0 1 4 0.10454970082862104 -0.11009343693577081
frl_apartment_5_01425 0 1 2 0.10454970082862104 0.060972320235148605
frl_apartment_5_01425 0 1 3 0.10454970082862104 0.15801061294788327
frl_apartment_5_01425 0 1 4 0.10454970082862104 -0.11009343693577081
frl_apartment_5_01430 0 1 2 0.06625340412681227 0.05299882966599871
frl_apartment_5_01430 0 1 3 0.06625340412681227 0.1739923518670919
frl_apartment_5_01430 0 1 4 0.06625340412681227 -0.1230001062066795
frl_apartment_5_01431 0 1 2 0.06625340412681227 0.05299882966599871
frl_apartment_5_01431 0 1 3 0.06625340412681227 0.1739923518670919
frl_apartment_5_01431 0 1 4 0.06625340412681227 -0.1230001062066795
frl_apartment_5_01432 0 1 2 0.06625340412681227 0.05299882966599871
frl_apartment_5_01432 0 1 3 0.06625340412681227 0.1739923518670919
frl_apartment_5_01432 0 1 4 0.06625340412681227 -0.1230001062066795
frl_apartment_5_01433 0 1 2 0.06625340412681227 0.05299882966599871
frl_apartment_5_01433 0 1 3 0.06625340412681227 0.1739923518670919
frl_apartment_5_01433 0 1 4 0.06625340412681227 -0.1230001062066795
frl_apartment_5_01434 0 1 2 0.06625340412681227 0.05299882966599871
frl_apartment_5_01434 0 1 3 0.06625340412681227 0.1739923518670919
frl_apartment_5_01434 0 1 4 0.06625340412681227 -0.1230001062066795
frl_apartment_5_01435 0 1 2 0.06625340412681227 0.05299882966599871
frl_apartment_5_01435 0 1 3 0.06625340412681227 0.1739923518670919
frl_apartment_5_01435 0 1 4 0.06625340412681227 -0.1230001062066795
frl_apartment_5_01440 0 1 2 0.03680188604135241 0.02956425571836117
frl_apartment_5_01440 0 1 3 0.03680188604135241 0.06594201252692425
frl_apartment_5_01440 0 1 4 0.03680188604135241 -0.09094764231291194
frl_apartment_5_01441 0 1 2 0.03680188604135241 0.02956425571836117
frl_apartment_5_01441 0 1 3 0.03680188604135241 0.06594201252692425
frl_apartment_5_01441 0 1 4 0.03680188604135241 -0.09094764231291194
frl_apartment_5_01442 0 1 2 0.03680188604135241 0.02956425571836117
frl_apartment_5_01442 0 1 3 0.03680188604135241 0.06594201252692425
frl_apartment_5_01442 0 1 4 0.03680188604135241 -0.09094764231291194
frl_apartment_5_01443 0 1 2 0.03680188604135241 0.02956425571836117
frl_apartment_5_01443 0 1 3 0.03680188604135241 0.06594201252692425
frl_apartment_5_01443 0 1 4 0.03680188604135241 -0.09094764231291194
frl_apartment_5_01444 0 1 2 0.03680188604135241 0.02956425571836117
frl_apartment_5_01444 0 1 3 0.03680188604135241 0.06594201252692425
frl_apartment_5_01444 0 1 4 0.03680188604135241 -0.09094764231291194
frl_apartment_5_01445 0 1 2 0.03680188604135241 0.02956425571836117
frl_apartment_5_01445 0 1 3 0.03680188604135241 0.06594201252692425
frl_apartment_5_01445 0 1 4 0.03680188604135241 -0.09094764231291194
frl_apartment_5_01450 0 1 2 0.1017848004388052 0.08577848664560915
frl_apartment_5_01450 0 1 3 0.1017848004388052 0.17274480692096034
frl_apartment_5_01450 0 1 4 0.1017848004388052 -0.12303686902113253
frl_apartment_5_01451 0 1 2 0.1017848004388052 0.08577848664560915
frl_apartment_5_01451 0 1 3 0.1017848004388052 0.17274480692096034
frl_apartment_5_01451 0 1 4 0.1017848004388052 -0.12303686902113253
frl_apartment_5_01452 0 1 2 0.1017848004388052 0.08577848664560915
frl_apartment_5_01452 0 1 3 0.1017848004388052 0.17274480692096034
frl_apartment_5_01452 0 1 4 0.1017848004388052 -0.12303686902113253
frl_apartment_5_01453 0 1 2 0.1017848004388052 0.08577848664560915
frl_apartment_5_01453 0 1 3 0.1017848004388052 0.17274480692096034
frl_apartment_5_01453 0 1 4 0.1017848004388052 -0.12303686902113253
frl_apartment_5_01454 0 1 2 0.1017848004388052 0.08577848664560915
frl_apartment_5_01454 0 1 3 0.1017848004388052 0.17274480692096034
frl_apartment_5_01454 0 1 4 0.1017848004388052 -0.12303686902113253
frl_apartment_5_01455 0 1 2 0.1017848004388052 0.08577848664560915
frl_apartment_5_01455 0 1 3 0.1017848004388052 0.17274480692096034
frl_apartment_5_01455 0 1 4 0.1017848004388052 -0.12303686902113253
frl_apartment_5_01460 0 1 2 0.0771682089176014 0.025025396027820918
frl_apartment_5_01460 0 1 3 0.0771682089176014 0.12788997260385537
frl_apartment_5_01460 0 1 4 0.0771682089176014 -0.07789685499424372
frl_apartment_5_01461 0 1 2 0.0771682089176014 0.025025396027820918
frl_apartment_5_01461 0 1 3 0.0771682089176014 0.12788997260385537
frl_apartment_5_01461 0 1 4 0.0771682089176014 -0.07789685499424372
frl_apartment_5_01462 0 1 2 0.0771682089176014 0.025025396027820918
frl_apartment_5_01462 0 1 3 0.0771682089176014 0.12788997260385537
frl_apartment_5_01462 0 1 4 0.0771682089176014 -0.07789685499424372
frl_apartment_5_01463 0 1 2 0.0771682089176014 0.025025396027820918
frl_apartment_5_01463 0 1 3 0.0771682089176014 0.12788997260385537
frl_apartment_5_01463 0 1 4 0.0771682089176014 -0.07789685499424372
frl_apartment_5_01464 0 1 2 0.0771682089176014 0.025025396027820918
frl_apartment_5_01464 0 1 3 0.0771682089176014 0.12788997260385537
frl_apartment_5_01464 0 1 4 0.0771682089176014 -0.07789685499424372
frl_apartment_5_01465 0 1 2 0.0771682089176014 0.025025396027820918
frl_apartment_5_01465 0 1 3 0.0771682089176014 0.12788997260385537
frl_apartment_5_01465 0 1 4 0.0771682089176014 -0.07789685499424372
frl_apartment_5_01470 0 1 2 0.09745404356745985 0.051399788507363486
frl_apartment_5_01470 0 1 3 0.09745404356745985 0.11056765651264627
frl_apartment_5_01470 0 1 4 0.09745404356745985 -0.1627408351090308
frl_apartment_5_01471 0 1 2 0.09745404356745985 0.051399788507363486
frl_apartment_5_01471 0 1 3 0.09745404356745985 0.11056765651264627
frl_apartment_5_01471 0 1 4 0.09745404356745985 -0.1627408351090308
frl_apartment_5_01472 0 1 2 0.09745404356745985 0.051399788507363486
frl_apartment_5_01472 0 1 3 0.09745404356745985 0.11056765651264627
frl_apartment_5_01472 0 1 4 0.09745404356745985 -0.1627408351090308
frl_apartment_5_01473 0 1 2 0.09745404356745985 0.051399788507363486
frl_apartment_5_01473 0 1 3 0.09745404356745985 0.11056765651264627
frl_apartment_5_01473 0 1 4 0.09745404356745985 -0.1627408351090308
frl_apartment_5_01474 0 1 2 0.09745404356745985 0.051399788507363486
frl_apartment_5_01474 0 1 3 0.09745404356745985 0.11056765651264627
frl_apartment_5_01474 0 1 4 0.09745404356745985 -0.1627408351090308
frl_apartment_5_01475 0 1 2 0.09745404356745985 0.051399788507363486
frl_apartment_5_01475 0 1 3 0.09745404356745985 0.11056765651264627
frl_apartment_5_01475 0 1 4 0.09745404356745985 -0.1627408351090308
frl_apartment_5_01480 0 1 2 0.0967335587117717 0.08159523617119825
frl_apartment_5_01480 0 1 3 0.0967335587117717 0.10871259831109592
frl_apartment_5_01480 0 1 4 0.0967335587117717 -0.12596112793872496
frl_apartment_5_01481 0 1 2 0.0967335587117717 0.08159523617119825
frl_apartment_5_01481 0 1 3 0.0967335587117717 0.10871259831109592
frl_apartment_5_01481 0 1 4 0.0967335587117717 -0.12596112793872496
frl_apartment_5_01482 0 1 2 0.0967335587117717 0.08159523617119825
frl_apartment_5_01482 0 1 3 0.0967335587117717 0.10871259831109592
frl_apartment_5_01482 0 1 4 0.0967335587117717 -0.12596112793872496
frl_apartment_5_01483 0 1 2 0.0967335587117717 0.08159523617119825
frl_apartment_5_01483 0 1 3 0.0967335587117717 0.10871259831109592
frl_apartment_5_01483 0 1 4 0.0967335587117717 -0.12596112793872496
frl_apartment_5_01484 0 1 2 0.0967335587117717 0.08159523617119825
frl_apartment_5_01484 0 1 3 0.0967335587117717 0.10871259831109592
frl_apartment_5_01484 0 1 4 0.0967335587117717 -0.12596112793872496
frl_apartment_5_01485 0 1 2 0.0967335587117717 0.08159523617119825
frl_apartment_5_01485 0 1 3 0.0967335587117717 0.10871259831109592
frl_apartment_5_01485 0 1 4 0.0967335587117717 -0.12596112793872496
frl_apartment_5_01490 0 1 2 0.05755759572907258 0.05382382934687717
frl_apartment_5_01490 0 1 3 0.05755759572907258 0.09577608165503627
frl_apartment_5_01490 0 1 4 0.05755759572907258 -0.14891652584621493
frl_apartment_5_01491 0 1 2 0.05755759572907258 0.05382382934687717
frl_apartment_5_01491 0 1 3 0.05755759572907258 0.09577608165503627
frl_apartment_5_01491 0 1 4 0.05755759572907258 -0.14891652584621493
frl_apartment_5_01492 0 1 2 0.05755759572907258 0.05382382934687717
frl_apartment_5_01492 0 1 3 0.05755759572907258 0.09577608165503627
frl_apartment_5_01492 0 1 4 0.05755759572907258 -0.14891652584621493
frl_apartment_5_01493 0 1 2 0.05755759572907258 0.05382382934687717
frl_apartment_5_01493 0 1 3 0.05755759572907258 0.09577608165503627
frl_apartment_5_01493 0 1 4 0.05755759572907258 -0.14891652584621493
frl_apartment_5_01494 0 1 2 0.05755759572907258 0.05382382934687717
frl_apartment_5_01494 0 1 3 0.05755759572907258 0.09577608165503627
frl_apartment_5_01494 0 1 4 0.05755759572907258 -0.14891652584621493
frl_apartment_5_01495 0 1 2 0.05755759572907258 0.05382382934687717
frl_apartment_5_01495 0 1 3 0.05755759572907258 0.09577608165503627
frl_apartment_5_01495 0 1 4 0.05755759572907258 -0.14891652584621493
frl_apartment_5_01500 0 1 2 0.0501320312686822 0.02526106188205807
frl_apartment_5_01500 0 1 3 0.0501320312686822 0.15500688080322322
frl_apartment_5_01500 0 1 4 0.0501320312686822 -0.05366758834107809
frl_apartment_5_01501 0 1 2 0.0501320312686822 0.02526106188205807
frl_apartment_5_01501 0 1 3 0.0501320312686822 0.15500688080322322
frl_apartment_5_01501 0 1 4 0.0501320312686822 -0.05366758834107809
frl_apartment_5_01502 0 1 2 0.0501320312686822 0.02526106188205807
frl_apartment_5_01502 0 1 3 0.0501320312686822 0.15500688080322322
frl_apartment_5_01502 0 1 4 0.0501320312686822 -0.05366758834107809
frl_apartment_5_01503 0 1 2 0.0501320312686822 0.02526106188205807
frl_apartment_5_01503 0 1 3 0.0501320312686822 0.15500688080322322
frl_apartment_5_01503 0 1 4 0.0501320312686822 -0.05366758834107809
frl_apartment_5_01504 0 1 2 0.0501320312686822 0.02526106188205807
frl_apartment_5_01504 0 1 3 0.0501320312686822 0.15500688080322322
frl_apartment_5_01504 0 1 4 0.0501320312686822 -0.05366758834107809
frl_apartment_5_01505 0 1 2 0.0501320312686822 0.02526106188205807
frl_apartment_5_01505 0 1 3 0.0501320312686822 0.15500688080322322
frl_apartment_5_01505 0 1 4 0.0501320312686822 -0.05366758834107809
frl_apartment_5_01510 0 1 2 0.09704508592838015 0.0517267990496129
frl_apartment_5_01510 0 1 3 0.09704508592838015 0.13966034010357736
frl_apartment_5_01510 0 1 4 0.09704508592838015 -0.16116504424450467
frl_apartment_5_01511 0 1 2 0.09704508592838015 0.0517267990496129
frl_apartment_5_01511 0 1 3 0.09704508592838015 0.13966034010357736
frl_apartment_5_01511 0 1 4 0.09704508592838015 -0.16116504424450467
frl_apartment_5_01512 0 1 2 0.09704508592838015 0.0517267990496129
frl_apartment_5_01512 0 1 3 0.09704508592838015 0.13966034010357736
frl_apartment_5_01512 0 1 4 0.09704508592838015 -0.16116504424450467
frl_apartment_5_01513 0 1 2 0.09704508592838015 0.0517267990496129
frl_apartment_5_01513 0 1 3 0.09704508592838015 0.13966034010357736
frl_apartment_5_01513 0 1 4 0.09704508592838015 -0.16116504424450467
frl_apartment_5_01514 0 1 2 0.09704508592838015 0.0517267990496129
frl_apartment_5_01514 0 1 3 0.09704508592838015 0.13966034010357736
frl_apartment_5_01514 0 1 4 0.09704508592838015 -0.16116504424450467
frl_apartment_5_01515 0 1 2 0.09704508592838015 0.0517267990496129
frl_apartment_5_01515 0 1 3 0.09704508592838015 0.13966034010357736
frl_apartment_5_01515 0 1 4 0.09704508592838015 -0.16116504424450467
frl_apartment_5_01520 0 1 2 0.08108456038262299 0.06674902464734522
frl_apartment_5_01520 0 1 3 0.08108456038262299 0.0970663467346239
frl_apartment_5_01520 0 1 4 0.08108456038262299 -0.09735856670975254
frl_apartment_5_01521 0 1 2 0.08108456038262299 0.06674902464734522
