office_2_00000 0 1 2 0.08706629985461284 0.04900402767625862
office_2_00920 0 1 2 0.047612532259453555 0.03613467591919725
office_2_00920 0 1 3 0.047612532259453555 0.15860196616051958
office_2_00920 0 1 4 0.047612532259453555 -0.09189070697576374
office_2_00921 0 1 2 0.047612532259453555 0.03613467591919725
office_2_00921 0 1 3 0.047612532259453555 0.15860196616051958
office_2_00921 0 1 4 0.047612532259453555 -0.09189070697576374
office_2_00922 0 1 2 0.047612532259453555 0.03613467591919725
office_2_00922 0 1 3 0.047612532259453555 0.15860196616051958
office_2_00922 0 1 4 0.047612532259453555 -0.09189070697576374
office_2_00923 0 1 2 0.047612532259453555 0.03613467591919725
office_2_00923 0 1 3 0.047612532259453555 0.15860196616051958
office_2_00923 0 1 4 0.047612532259453555 -0.09189070697576374
office_2_00924 0 1 2 0.047612532259453555 0.03613467591919725
office_2_00924 0 1 3 0.047612532259453555 0.15860196616051958
office_2_00924 0 1 4 0.047612532259453555 -0.09189070697576374
office_2_00925 0 1 2 0.047612532259453555 0.03613467591919725
office_2_00925 0 1 3 0.047612532259453555 0.15860196616051958
office_2_00925 0 1 4 0.047612532259453555 -0.09189070697576374
office_2_00930 0 1 2 0.06915706868532805 0.05070514179464203
office_2_00930 0 1 3 0.06915706868532805 0.17599397623402735
office_2_00930 0 1 4 0.06915706868532805 -0.11770919437863017
office_2_00931 0 1 2 0.06915706868532805 0.05070514179464203
office_2_00931 0 1 3 0.06915706868532805 0.17599397623402735
office_2_00931 0 1 4 0.06915706868532805 -0.11770919437863017
office_2_00932 0 1 2 0.06915706868532805 0.05070514179464203
office_2_00932 0 1 3 0.06915706868532805 0.17599397623402735
office_2_00932 0 1 4 0.06915706868532805 -0.11770919437863017
office_2_00933 0 1 2 0.06915706868532805 0.05070514179464203
office_2_00933 0 1 3 0.06915706868532805 0.17599397623402735
office_2_00933 0 1 4 0.06915706868532805 -0.11770919437863017
office_2_00934 0 1 2 0.06915706868532805 0.05070514179464203
office_2_00934 0 1 3 0.06915706868532805 0.17599397623402735
office_2_00934 0 1 4 0.06915706868532805 -0.11770919437863017
office_2_00935 0 1 2 0.06915706868532805 0.05070514179464203
office_2_00935 0 1 3 0.06915706868532805 0.17599397623402735
office_2_00935 0 1 4 0.06915706868532805 -0.11770919437863017
office_2_00940 0 1 2 0.11604770904092714 0.02128043626224929
office_2_00940 0 1 3 0.11604770904092714 0.13115026175865935
office_2_00940 0 1 4 0.11604770904092714 -0.1492670774093121
office_2_00941 0 1 2 0.11604770904092714 0.02128043626224929
office_2_00941 0 1 3 0.11604770904092714 0.13115026175865935
office_2_00941 0 1 4 0.11604770904092714 -0.1492670774093121
office_2_00942 0 1 2 0.11604770904092714 0.02128043626224929
office_2_00942 0 1 3 0.11604770904092714 0.13115026175865935
office_2_00942 0 1 4 0.11604770904092714 -0.1492670774093121
office_2_00943 0 1 2 0.11604770904092714 0.02128043626224929
office_2_00943 0 1 3 0.11604770904092714 0.13115026175865935
office_2_00943 0 1 4 0.11604770904092714 -0.1492670774093121
office_2_00944 0 1 2 0.11604770904092714 0.02128043626224929
office_2_00944 0 1 3 0.11604770904092714 0.13115026175865935
office_2_00944 0 1 4 0.11604770904092714 -0.1492670774093121
office_2_00945 0 1 2 0.11604770904092714 0.02128043626224929
office_2_00945 0 1 3 0.11604770904092714 0.13115026175865935
office_2_00945 0 1 4 0.11604770904092714 -0.1492670774093121
office_2_00950 0 1 2 0.09795412973851177 0.02442644347437237
office_2_00950 0 1 3 0.09795412973851177 0.14646776421581406
office_2_00950 0 1 4 0.09795412973851177 -0.14666438828732145
office_2_00951 0 1 2 0.09795412973851177 0.02442644347437237
office_2_00951 0 1 3 0.09795412973851177 0.14646776421581406
office_2_00951 0 1 4 0.09795412973851177 -0.14666438828732145
office_2_00952 0 1 2 0.09795412973851177 0.02442644347437237
office_2_00952 0 1 3 0.09795412973851177 0.14646776421581406
office_2_00952 0 1 4 0.09795412973851177 -0.14666438828732145
office_2_00953 0 1 2 0.09795412973851177 0.02442644347437237
office_2_00953 0 1 3 0.09795412973851177 0.14646776421581406
office_2_00953 0 1 4 0.09795412973851177 -0.14666438828732145
office_2_00954 0 1 2 0.09795412973851177 0.02442644347437237
office_2_00954 0 1 3 0.09795412973851177 0.14646776421581406
office_2_00954 0 1 4 0.09795412973851177 -0.14666438828732145
office_2_00955 0 1 2 0.09795412973851177 0.02442644347437237
office_2_00955 0 1 3 0.09795412973851177 0.14646776421581406
office_2_00955 0 1 4 0.09795412973851177 -0.14666438828732145
office_2_00960 0 1 2 0.06526886619384314 0.041707874974889245
office_2_00960 0 1 3 0.06526886619384314 0.13851350878730395
office_2_00960 0 1 4 0.06526886619384314 -0.07491418203223632
office_2_00961 0 1 2 0.06526886619384314 0.041707874974889245
office_2_00961 0 1 3 0.06526886619384314 0.13851350878730395
office_2_00961 0 1 4 0.06526886619384314 -0.07491418203223632
office_2_00962 0 1 2 0.06526886619384314 0.041707874974889245
office_2_00962 0 1 3 0.06526886619384314 0.13851350878730395
office_2_00962 0 1 4 0.06526886619384314 -0.07491418203223632
office_2_00963 0 1 2 0.06526886619384314 0.041707874974889245
office_2_00963 0 1 3 0.06526886619384314 0.13851350878730395
office_2_00963 0 1 4 0.06526886619384314 -0.07491418203223632
office_2_00964 0 1 2 0.06526886619384314 0.041707874974889245
office_2_00964 0 1 3 0.06526886619384314 0.13851350878730395
office_2_00964 0 1 4 0.06526886619384314 -0.07491418203223632
office_2_00965 0 1 2 0.06526886619384314 0.041707874974889245
office_2_00965 0 1 3 0.06526886619384314 0.13851350878730395
office_2_00965 0 1 4 0.06526886619384314 -0.07491418203223632
office_2_00970 0 1 2 0.1179481871836554 0.07010702783536861
office_2_00970 0 1 3 0.1179481871836554 0.17584297335930751
office_2_00970 0 1 4 0.1179481871836554 -0.1519708979923514
office_2_00971 0 1 2 0.1179481871836554 0.07010702783536861
office_2_00971 0 1 3 0.1179481871836554 0.17584297335930751
office_2_00971 0 1 4 0.1179481871836554 -0.1519708979923514
office_2_00972 0 1 2 0.1179481871836554 0.07010702783536861
office_2_00972 0 1 3 0.1179481871836554 0.17584297335930751
office_2_00972 0 1 4 0.1179481871836554 -0.1519708979923514
office_2_00973 0 1 2 0.1179481871836554 0.07010702783536861
office_2_00973 0 1 3 0.1179481871836554 0.17584297335930751
office_2_00973 0 1 4 0.1179481871836554 -0.1519708979923514
office_2_00974 0 1 2 0.1179481871836554 0.07010702783536861
office_2_00974 0 1 3 0.1179481871836554 0.17584297335930751
office_2_00974 0 1 4 0.1179481871836554 -0.1519708979923514
office_2_00975 0 1 2 0.1179481871836554 0.07010702783536861
office_2_00975 0 1 3 0.1179481871836554 0.17584297335930751
office_2_00975 0 1 4 0.1179481871836554 -0.1519708979923514
office_2_00980 0 1 2 0.08342311664173738 0.0751983149442588
office_2_00980 0 1 3 0.08342311664173738 0.0936557186969085
office_2_00980 0 1 4 0.08342311664173738 -0.14871073463916656
office_2_00981 0 1 2 0.08342311664173738 0.0751983149442588
office_2_00981 0 1 3 0.08342311664173738 0.0936557186969085
office_2_00981 0 1 4 0.08342311664173738 -0.14871073463916656
office_2_00982 0 1 2 0.08342311664173738 0.0751983149442588
office_2_00982 0 1 3 0.08342311664173738 0.0936557186969085
office_2_00982 0 1 4 0.08342311664173738 -0.14871073463916656
office_2_00983 0 1 2 0.08342311664173738 0.0751983149442588
office_2_00983 0 1 3 0.08342311664173738 0.0936557186969085
office_2_00983 0 1 4 0.08342311664173738 -0.14871073463916656
office_2_00984 0 1 2 0.08342311664173738 0.0751983149442588
office_2_00984 0 1 3 0.08342311664173738 0.0936557186969085
office_2_00984 0 1 4 0.08342311664173738 -0.14871073463916656
office_2_00985 0 1 2 0.08342311664173738 0.0751983149442588
office_2_00985 0 1 3 0.08342311664173738 0.0936557186969085
office_2_00985 0 1 4 0.08342311664173738 -0.14871073463916656
office_2_00990 0 1 2 0.0770332860357837 0.07647929611816928
office_2_00990 0 1 3 0.0770332860357837 0.10724601161120115
office_2_00990 0 1 4 0.0770332860357837 -0.14993052904132223
office_2_00991 0 1 2 0.0770332860357837 0.07647929611816928
office_2_00991 0 1 3 0.0770332860357837 0.10724601161120115
office_2_00991 0 1 4 0.0770332860357837 -0.14993052904132223
office_2_00992 0 1 2 0.0770332860357837 0.07647929611816928
office_2_00992 0 1 3 0.0770332860357837 0.10724601161120115
office_2_00992 0 1 4 0.0770332860357837 -0.14993052904132223
office_2_00993 0 1 2 0.0770332860357837 0.07647929611816928
office_2_00993 0 1 3 0.0770332860357837 0.10724601161120115
office_2_00993 0 1 4 0.0770332860357837 -0.14993052904132223
office_2_00994 0 1 2 0.0770332860357837 0.07647929611816928
office_2_00994 0 1 3 0.0770332860357837 0.10724601161120115
office_2_00994 0 1 4 0.0770332860357837 -0.14993052904132223
office_2_00995 0 1 2 0.0770332860357837 0.07647929611816928
office_2_00995 0 1 3 0.0770332860357837 0.10724601161120115
office_2_00995 0 1 4 0.0770332860357837 -0.14993052904132223
office_2_01000 0 1 2 0.053124910572793456 0.049642387397191144
office_2_01000 0 1 3 0.053124910572793456 0.06791807495725459
office_2_01000 0 1 4 0.053124910572793456 -0.17638863574246458
office_2_01001 0 1 2 0.053124910572793456 0.049642387397191144
office_2_01001 0 1 3 0.053124910572793456 0.06791807495725459
office_2_01001 0 1 4 0.053124910572793456 -0.17638863574246458
office_2_01002 0 1 2 0.053124910572793456 0.049642387397191144
office_2_01002 0 1 3 0.053124910572793456 0.06791807495725459
office_2_01002 0 1 4 0.053124910572793456 -0.17638863574246458
office_2_01003 0 1 2 0.053124910572793456 0.049642387397191144
office_2_01003 0 1 3 0.053124910572793456 0.06791807495725459
office_2_01003 0 1 4 0.053124910572793456 -0.17638863574246458
office_2_01004 0 1 2 0.053124910572793456 0.049642387397191144
office_2_01004 0 1 3 0.053124910572793456 0.06791807495725459
office_2_01004 0 1 4 0.053124910572793456 -0.17638863574246458
office_2_01005 0 1 2 0.053124910572793456 0.049642387397191144
office_2_01005 0 1 3 0.053124910572793456 0.06791807495725459
office_2_01005 0 1 4 0.053124910572793456 -0.17638863574246458
office_2_01010 0 1 2 0.07211015685569375 0.03853006517208207
office_2_01010 0 1 3 0.07211015685569375 0.13499425605149462
office_2_01010 0 1 4 0.07211015685569375 -0.08249605185991275
office_2_01011 0 1 2 0.07211015685569375 0.03853006517208207
office_2_01011 0 1 3 0.07211015685569375 0.13499425605149462
office_2_01011 0 1 4 0.07211015685569375 -0.08249605185991275
office_2_01012 0 1 2 0.07211015685569375 0.03853006517208207
office_2_01012 0 1 3 0.07211015685569375 0.13499425605149462
office_2_01012 0 1 4 0.07211015685569375 -0.08249605185991275
office_2_01013 0 1 2 0.07211015685569375 0.03853006517208207
office_2_01013 0 1 3 0.07211015685569375 0.13499425605149462
office_2_01013 0 1 4 0.07211015685569375 -0.08249605185991275
office_2_01014 0 1 2 0.07211015685569375 0.03853006517208207
office_2_01014 0 1 3 0.07211015685569375 0.13499425605149462
office_2_01014 0 1 4 0.07211015685569375 -0.08249605185991275
office_2_01015 0 1 2 0.07211015685569375 0.03853006517208207
office_2_01015 0 1 3 0.07211015685569375 0.13499425605149462
office_2_01015 0 1 4 0.07211015685569375 -0.08249605185991275
office_2_01020 0 1 2 0.043413502552565576 0.039805520165028384
office_2_01020 0 1 3 0.043413502552565576 0.044265600606097216
office_2_01020 0 1 4 0.043413502552565576 -0.13529947806647616
office_2_01021 0 1 2 0.043413502552565576 0.039805520165028384
office_2_01021 0 1 3 0.043413502552565576 0.044265600606097216
office_2_01021 0 1 4 0.043413502552565576 -0.13529947806647616
office_2_01022 0 1 2 0.043413502552565576 0.039805520165028384
office_2_01022 0 1 3 0.043413502552565576 0.044265600606097216
office_2_01022 0 1 4 0.043413502552565576 -0.13529947806647616
office_2_01023 0 1 2 0.043413502552565576 0.039805520165028384
office_2_01023 0 1 3 0.043413502552565576 0.044265600606097216
office_2_01023 0 1 4 0.043413502552565576 -0.13529947806647616
office_2_01024 0 1 2 0.043413502552565576 0.039805520165028384
office_2_01024 0 1 3 0.043413502552565576 0.044265600606097216
office_2_01024 0 1 4 0.043413502552565576 -0.13529947806647616
office_2_01025 0 1 2 0.043413502552565576 0.039805520165028384
office_2_01025 0 1 3 0.043413502552565576 0.044265600606097216
office_2_01025 0 1 4 0.043413502552565576 -0.13529947806647616
office_2_01030 0 1 2 0.06318030047103193 0.035568666014354246
office_2_01030 0 1 3 0.06318030047103193 0.13949912120045213
office_2_01030 0 1 4 0.06318030047103193 -0.1436156249973634
office_2_01031 0 1 2 0.06318030047103193 0.035568666014354246
office_2_01031 0 1 3 0.06318030047103193 0.13949912120045213
office_2_01031 0 1 4 0.06318030047103193 -0.1436156249973634
office_2_01032 0 1 2 0.06318030047103193 0.035568666014354246
office_2_01032 0 1 3 0.06318030047103193 0.13949912120045213
office_2_01032 0 1 4 0.06318030047103193 -0.1436156249973634
office_2_01033 0 1 2 0.06318030047103193 0.035568666014354246
office_2_01033 0 1 3 0.06318030047103193 0.13949912120045213
office_2_01033 0 1 4 0.06318030047103193 -0.1436156249973634
office_2_01034 0 1 2 0.06318030047103193 0.035568666014354246
office_2_01034 0 1 3 0.06318030047103193 0.13949912120045213
office_2_01034 0 1 4 0.06318030047103193 -0.1436156249973634
office_2_01035 0 1 2 0.06318030047103193 0.035568666014354246
office_2_01035 0 1 3 0.06318030047103193 0.13949912120045213
office_2_01035 0 1 4 0.06318030047103193 -0.1436156249973634
office_2_01040 0 1 2 0.11896362844076709 0.03361562263012023
office_2_01040 0 1 3 0.11896362844076709 0.150328891309211
office_2_01040 0 1 4 0.11896362844076709 -0.1591665543672634
office_2_01041 0 1 2 0.11896362844076709 0.03361562263012023
office_2_01041 0 1 3 0.11896362844076709 0.150328891309211
office_2_01041 0 1 4 0.11896362844076709 -0.1591665543672634
office_2_01042 0 1 2 0.11896362844076709 0.03361562263012023
office_2_01042 0 1 3 0.11896362844076709 0.150328891309211
office_2_01042 0 1 4 0.11896362844076709 -0.1591665543672634
office_2_01043 0 1 2 0.11896362844076709 0.03361562263012023
office_2_01043 0 1 3 0.11896362844076709 0.150328891309211
office_2_01043 0 1 4 0.11896362844076709 -0.1591665543672634
office_2_01044 0 1 2 0.11896362844076709 0.03361562263012023
office_2_01044 0 1 3 0.11896362844076709 0.150328891309211
office_2_01044 0 1 4 0.11896362844076709 -0.1591665543672634
office_2_01045 0 1 2 0.11896362844076709 0.03361562263012023
office_2_01045 0 1 3 0.11896362844076709 0.150328891309211
office_2_01045 0 1 4 0.11896362844076709 -0.1591665543672634
office_2_01050 0 1 2 0.06640509623620472 0.02321260888022417
office_2_01050 0 1 3 0.06640509623620472 0.09341980911112395
office_2_01050 0 1 4 0.06640509623620472 -0.12904971756314232
office_2_01051 0 1 2 0.06640509623620472 0.02321260888022417
office_2_01051 0 1 3 0.06640509623620472 0.09341980911112395
office_2_01051 0 1 4 0.06640509623620472 -0.12904971756314232
office_2_01052 0 1 2 0.06640509623620472 0.02321260888022417
office_2_01052 0 1 3 0.06640509623620472 0.09341980911112395
office_2_01052 0 1 4 0.06640509623620472 -0.12904971756314232
office_2_01053 0 1 2 0.06640509623620472 0.02321260888022417
office_2_01053 0 1 3 0.06640509623620472 0.09341980911112395
office_2_01053 0 1 4 0.06640509623620472 -0.12904971756314232
office_2_01054 0 1 2 0.06640509623620472 0.02321260888022417
office_2_01054 0 1 3 0.06640509623620472 0.09341980911112395
office_2_01054 0 1 4 0.06640509623620472 -0.12904971756314232
office_2_01055 0 1 2 0.06640509623620472 0.02321260888022417
office_2_01055 0 1 3 0.06640509623620472 0.09341980911112395
office_2_01055 0 1 4 0.06640509623620472 -0.12904971756314232
office_2_01060 0 1 2 0.0364300601442765 0.03409835610718378
office_2_01060 0 1 3 0.0364300601442765 0.1219927250865323
office_2_01060 0 1 4 0.0364300601442765 -0.03929347659687116
office_2_01061 0 1 2 0.0364300601442765 0.03409835610718378
office_2_01061 0 1 3 0.0364300601442765 0.1219927250865323
office_2_01061 0 1 4 0.0364300601442765 -0.03929347659687116
office_2_01062 0 1 2 0.0364300601442765 0.03409835610718378
office_2_01062 0 1 3 0.0364300601442765 0.1219927250865323
office_2_01062 0 1 4 0.0364300601442765 -0.03929347659687116
office_2_01063 0 1 2 0.0364300601442765 0.03409835610718378
office_2_01063 0 1 3 0.0364300601442765 0.1219927250865323
office_2_01063 0 1 4 0.0364300601442765 -0.03929347659687116
office_2_01064 0 1 2 0.0364300601442765 0.03409835610718378
office_2_01064 0 1 3 0.0364300601442765 0.1219927250865323
office_2_01064 0 1 4 0.0364300601442765 -0.03929347659687116
office_2_01065 0 1 2 0.0364300601442765 0.03409835610718378
office_2_01065 0 1 3 0.0364300601442765 0.1219927250865323
office_2_01065 0 1 4 0.0364300601442765 -0.03929347659687116
office_2_01070 0 1 2 0.07883607608220253 0.04100827926173674
office_2_01070 0 1 3 0.07883607608220253 0.13304986979612757
office_2_01070 0 1 4 0.07883607608220253 -0.11340644443670932
office_2_01071 0 1 2 0.07883607608220253 0.04100827926173674
office_2_01071 0 1 3 0.07883607608220253 0.13304986979612757
office_2_01071 0 1 4 0.07883607608220253 -0.11340644443670932
office_2_01072 0 1 2 0.07883607608220253 0.04100827926173674
office_2_01072 0 1 3 0.07883607608220253 0.13304986979612757
office_2_01072 0 1 4 0.07883607608220253 -0.11340644443670932
office_2_01073 0 1 2 0.07883607608220253 0.04100827926173674
office_2_01073 0 1 3 0.07883607608220253 0.13304986979612757
office_2_01073 0 1 4 0.07883607608220253 -0.11340644443670932
office_2_01074 0 1 2 0.07883607608220253 0.04100827926173674
office_2_01074 0 1 3 0.07883607608220253 0.13304986979612757
office_2_01074 0 1 4 0.07883607608220253 -0.11340644443670932
office_2_01075 0 1 2 0.07883607608220253 0.04100827926173674
office_2_01075 0 1 3 0.07883607608220253 0.13304986979612757
office_2_01075 0 1 4 0.07883607608220253 -0.11340644443670932
office_2_01080 0 1 2 0.046694565726735804 0.0255496639381051
office_2_01080 0 1 3 0.046694565726735804 0.14413104820476227
office_2_01080 0 1 4 0.046694565726735804 -0.08286176215816998
office_2_01081 0 1 2 0.046694565726735804 0.0255496639381051
office_2_01081 0 1 3 0.046694565726735804 0.14413104820476227
office_2_01081 0 1 4 0.046694565726735804 -0.08286176215816998
office_2_01082 0 1 2 0.046694565726735804 0.0255496639381051
office_2_01082 0 1 3 0.046694565726735804 0.14413104820476227
office_2_01082 0 1 4 0.046694565726735804 -0.08286176215816998
office_2_01083 0 1 2 0.046694565726735804 0.0255496639381051
office_2_01083 0 1 3 0.046694565726735804 0.14413104820476227
office_2_01083 0 1 4 0.046694565726735804 -0.08286176215816998
office_2_01084 0 1 2 0.046694565726735804 0.0255496639381051
office_2_01084 0 1 3 0.046694565726735804 0.14413104820476227
office_2_01084 0 1 4 0.046694565726735804 -0.08286176215816998
office_2_01085 0 1 2 0.046694565726735804 0.0255496639381051
office_2_01085 0 1 3 0.046694565726735804 0.14413104820476227
office_2_01085 0 1 4 0.046694565726735804 -0.08286176215816998
office_2_01090 0 1 2 0.04735128214177531 0.025531868322267233
office_2_01090 0 1 3 0.04735128214177531 0.09985569363745479
office_2_01090 0 1 4 0.04735128214177531 -0.0884551685250456
office_2_01091 0 1 2 0.04735128214177531 0.025531868322267233
office_2_01091 0 1 3 0.04735128214177531 0.09985569363745479
office_2_01091 0 1 4 0.04735128214177531 -0.0884551685250456
office_2_01092 0 1 2 0.04735128214177531 0.025531868322267233
office_2_01092 0 1 3 0.04735128214177531 0.09985569363745479
office_2_01092 0 1 4 0.04735128214177531 -0.0884551685250456
office_2_01093 0 1 2 0.04735128214177531 0.025531868322267233
office_2_01093 0 1 3 0.04735128214177531 0.09985569363745479
office_2_01093 0 1 4 0.04735128214177531 -0.0884551685250456
office_2_01094 0 1 2 0.04735128214177531 0.025531868322267233
office_2_01094 0 1 3 0.04735128214177531 0.09985569363745479
office_2_01094 0 1 4 0.04735128214177531 -0.0884551685250456
office_2_01095 0 1 2 0.04735128214177531 0.025531868322267233
office_2_01095 0 1 3 0.04735128214177531 0.09985569363745479
office_2_01095 0 1 4 0.04735128214177531 -0.0884551685250456
office_2_01100 0 1 2 0.03634086492547668 0.02779799588453866
office_2_01100 0 1 3 0.03634086492547668 0.16285724572912508
office_2_01100 0 1 4 0.03634086492547668 -0.12040835883456415
office_2_01101 0 1 2 0.03634086492547668 0.02779799588453866
office_2_01101 0 1 3 0.03634086492547668 0.16285724572912508
office_2_01101 0 1 4 0.03634086492547668 -0.12040835883456415
office_2_01102 0 1 2 0.03634086492547668 0.02779799588453866
office_2_01102 0 1 3 0.03634086492547668 0.16285724572912508
office_2_01102 0 1 4 0.03634086492547668 -0.12040835883456415
office_2_01103 0 1 2 0.03634086492547668 0.02779799588453866
office_2_01103 0 1 3 0.03634086492547668 0.16285724572912508
office_2_01103 0 1 4 0.03634086492547668 -0.12040835883456415
office_2_01104 0 1 2 0.03634086492547668 0.02779799588453866
office_2_01104 0 1 3 0.03634086492547668 0.16285724572912508
office_2_01104 0 1 4 0.03634086492547668 -0.12040835883456415
office_2_01105 0 1 2 0.03634086492547668 0.02779799588453866
office_2_01105 0 1 3 0.03634086492547668 0.16285724572912508
office_2_01105 0 1 4 0.03634086492547668 -0.12040835883456415
office_2_01110 0 1 2 0.11750189553794387 0.0658396851850369
office_2_01110 0 1 3 0.11750189553794387 0.1330358882743662
office_2_01110 0 1 4 0.11750189553794387 -0.17050134970357977
office_2_01111 0 1 2 0.11750189553794387 0.0658396851850369
office_2_01111 0 1 3 0.11750189553794387 0.1330358882743662
office_2_01111 0 1 4 0.11750189553794387 -0.17050134970357977
office_2_01112 0 1 2 0.11750189553794387 0.0658396851850369
office_2_01112 0 1 3 0.11750189553794387 0.1330358882743662
office_2_01112 0 1 4 0.11750189553794387 -0.17050134970357977
office_2_01113 0 1 2 0.11750189553794387 0.0658396851850369
office_2_01113 0 1 3 0.11750189553794387 0.1330358882743662
office_2_01113 0 1 4 0.11750189553794387 -0.17050134970357977
office_2_01114 0 1 2 0.11750189553794387 0.0658396851850369
office_2_01114 0 1 3 0.11750189553794387 0.1330358882743662
office_2_01114 0 1 4 0.11750189553794387 -0.17050134970357977
office_2_01115 0 1 2 0.11750189553794387 0.0658396851850369
office_2_01115 0 1 3 0.11750189553794387 0.1330358882743662
office_2_01115 0 1 4 0.11750189553794387 -0.17050134970357977
office_2_01120 0 1 2 0.05351128810499427 0.03574175611001751
office_2_01120 0 1 3 0.05351128810499427 0.08907577219791984
office_2_01120 0 1 4 0.05351128810499427 -0.15353803170096236
office_2_01121 0 1 2 0.05351128810499427 0.03574175611001751
office_2_01121 0 1 3 0.05351128810499427 0.08907577219791984
office_2_01121 0 1 4 0.05351128810499427 -0.15353803170096236
office_2_01122 0 1 2 0.05351128810499427 0.03574175611001751
office_2_01122 0 1 3 0.05351128810499427 0.08907577219791984
office_2_01122 0 1 4 0.05351128810499427 -0.15353803170096236
office_2_01123 0 1 2 0.05351128810499427 0.03574175611001751
office_2_01123 0 1 3 0.05351128810499427 0.08907577219791984
office_2_01123 0 1 4 0.05351128810499427 -0.15353803170096236
office_2_01124 0 1 2 0.05351128810499427 0.03574175611001751
office_2_01124 0 1 3 0.05351128810499427 0.08907577219791984
office_2_01124 0 1 4 0.05351128810499427 -0.15353803170096236
office_2_01125 0 1 2 0.05351128810499427 0.03574175611001751
office_2_01125 0 1 3 0.05351128810499427 0.08907577219791984
office_2_01125 0 1 4 0.05351128810499427 -0.15353803170096236
office_2_01130 0 1 2 0.06669811566354719 0.020807768795475894
office_2_01130 0 1 3 0.06669811566354719 0.0905801431457285
office_2_01130 0 1 4 0.06669811566354719 -0.0720118303429231
office_2_01131 0 1 2 0.06669811566354719 0.020807768795475894
office_2_01131 0 1 3 0.06669811566354719 0.0905801431457285
office_2_01131 0 1 4 0.06669811566354719 -0.0720118303429231
office_2_01132 0 1 2 0.06669811566354719 0.020807768795475894
office_2_01132 0 1 3 0.06669811566354719 0.0905801431457285
office_2_01132 0 1 4 0.06669811566354719 -0.0720118303429231
office_2_01133 0 1 2 0.06669811566354719 0.020807768795475894
office_2_01133 0 1 3 0.06669811566354719 0.0905801431457285
office_2_01133 0 1 4 0.06669811566354719 -0.0720118303429231
office_2_01134 0 1 2 0.06669811566354719 0.020807768795475894
office_2_01134 0 1 3 0.06669811566354719 0.0905801431457285
office_2_01134 0 1 4 0.06669811566354719 -0.0720118303429231
office_2_01135 0 1 2 0.06669811566354719 0.020807768795475894
office_2_01135 0 1 3 0.06669811566354719 0.0905801431457285
office_2_01135 0 1 4 0.06669811566354719 -0.0720118303429231
office_2_01140 0 1 2 0.07813567311453949 0.07785581761574155
office_2_01140 0 1 3 0.07813567311453949 0.1770269574075644
office_2_01140 0 1 4 0.07813567311453949 -0.1453895707143814
office_2_01141 0 1 2 0.07813567311453949 0.07785581761574155
office_2_01141 0 1 3 0.07813567311453949 0.1770269574075644
office_2_01141 0 1 4 0.07813567311453949 -0.1453895707143814
office_2_01142 0 1 2 0.07813567311453949 0.07785581761574155
office_2_01142 0 1 3 0.07813567311453949 0.1770269574075644
office_2_01142 0 1 4 0.07813567311453949 -0.1453895707143814
office_2_01143 0 1 2 0.07813567311453949 0.07785581761574155
office_2_01143 0 1 3 0.07813567311453949 0.1770269574075644
office_2_01143 0 1 4 0.07813567311453949 -0.1453895707143814
office_2_01144 0 1 2 0.07813567311453949 0.07785581761574155
office_2_01144 0 1 3 0.07813567311453949 0.1770269574075644
office_2_01144 0 1 4 0.07813567311453949 -0.1453895707143814
office_2_01145 0 1 2 0.07813567311453949 0.07785581761574155
office_2_01145 0 1 3 0.07813567311453949 0.1770269574075644
office_2_01145 0 1 4 0.07813567311453949 -0.1453895707143814
office_2_01150 0 1 2 0.1185305452229069 0.03787712082046625
office_2_01150 0 1 3 0.1185305452229069 0.17332100543181622
office_2_01150 0 1 4 0.1185305452229069 -0.15862731882932782
office_2_01151 0 1 2 0.1185305452229069 0.03787712082046625
office_2_01151 0 1 3 0.1185305452229069 0.17332100543181622
office_2_01151 0 1 4 0.1185305452229069 -0.15862731882932782
office_2_01152 0 1 2 0.1185305452229069 0.03787712082046625
office_2_01152 0 1 3 0.1185305452229069 0.17332100543181622
office_2_01152 0 1 4 0.1185305452229069 -0.15862731882932782
office_2_01153 0 1 2 0.1185305452229069 0.03787712082046625
office_2_01153 0 1 3 0.1185305452229069 0.17332100543181622
office_2_01153 0 1 4 0.1185305452229069 -0.15862731882932782
office_2_01154 0 1 2 0.1185305452229069 0.03787712082046625
office_2_01154 0 1 3 0.1185305452229069 0.17332100543181622
office_2_01154 0 1 4 0.1185305452229069 -0.15862731882932782
office_2_01155 0 1 2 0.1185305452229069 0.03787712082046625
office_2_01155 0 1 3 0.1185305452229069 0.17332100543181622
office_2_01155 0 1 4 0.1185305452229069 -0.15862731882932782
office_2_01160 0 1 2 0.07734237861497557 0.06721776534344824
office_2_01160 0 1 3 0.07734237861497557 0.15954931963273716
office_2_01160 0 1 4 0.07734237861497557 -0.13332680187804705
office_2_01161 0 1 2 0.07734237861497557 0.06721776534344824
office_2_01161 0 1 3 0.07734237861497557 0.15954931963273716
office_2_01161 0 1 4 0.07734237861497557 -0.13332680187804705
office_2_01162 0 1 2 0.07734237861497557 0.06721776534344824
office_2_01162 0 1 3 0.07734237861497557 0.15954931963273716
office_2_01162 0 1 4 0.07734237861497557 -0.13332680187804705
office_2_01163 0 1 2 0.07734237861497557 0.06721776534344824
office_2_01163 0 1 3 0.07734237861497557 0.15954931963273716
office_2_01163 0 1 4 0.07734237861497557 -0.13332680187804705
office_2_01164 0 1 2 0.07734237861497557 0.06721776534344824
office_2_01164 0 1 3 0.07734237861497557 0.15954931963273716
